contract_id,cname,cik,ftype,fdate,link,Column1,Sales contract? (Y/N),Filer is seller? (Y/N),Amendment? (Y/N),Amendment #,Customer name (be consistent),Sold product/service (be consistent),Notes,Total Words,Flesch Reading Ease Score,Gunning Fog Index,Number of Entities,Words in Entities,Number of Times,Words in Times,Number of Locations,Words in Locations,Number of Organizations,Words in Organizations,Number of Persons,Words in Persons,Number of Money,Words in Money,Number of Percentages,Words in Percentages,Number of Dates,Words in Dates,Total Sentences,Total Forward Sentences,Forward Ratio,Uncertainty Words,Polarity,Subjectivity,Positive Words,Negative Words,24b,confidential treatment,ct order,redact,rule 406,rights,obligations,commercial substance,performance obligation,probable,collectib,at a point in time,over time,variable consideration,noncash consideration,transaction price,standalone selling price,1Gram Cos Sim Step1 max=.95  ,1Gram Step 2Max 0.95,1Gram Cos Sim Step3,1Gram Cos Sim Step4  ,"1Gram Cos Sim Step5, including 5.1 and 5.2",1Gram Cos Sim Step5.1,1Gram Cos Sim Step5.2,1Gram Cos Sim All
4,KOSMOS ENERGY LTD,1509991,10-K,2/27/2017,https://www.sec.gov/Archives/edgar/data/1509991/000155837017001056/kos-20161231ex1031f1cfb.htm,,Y,Y,Y,,,,,13226,-301.79,145.16,1982,3804,9,27,54,145,787,1525,91,148,52,131,30,69,108,255,309,40,0.13,97,0.02,0.41,103,438,0,0,0,0,0,51,72,0,0,1,0,0,0,0,0,0,0,0.02900316,0.003418555,0.011339908,0.008172075,0.014983129,0.019700632,0.012963518,0.016403871
1,KOSMOS ENERGY LTD,1509991,10-Q,8/3/2020,https://www.sec.gov/Archives/edgar/data/1509991/000150999120000084/trafiguraprepaymentagr.htm,,Y,Y,,,,,,296,31.72,13.81,22,41,1,2,0,0,11,24,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004432542,0.00182261,0.005030812,0.000399433,0.004389865,0.003829042,0.00223713,0.003953838
1,KOSMOS ENERGY LTD,1509991,10-Q,11/9/2020,https://www.sec.gov/Archives/edgar/data/1509991/000150999120000095/ex101assetsaleagreemen.htm,,Y,Y,,,,,,6383,-12.51,31.87,784,1614,0,0,9,26,252,578,128,147,0,0,12,29,47,104,263,12,0.05,48,0.07,0.44,50,295,0,0,0,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
2,KOSMOS ENERGY LTD,1509991,10-Q,11/9/2020,https://www.sec.gov/Archives/edgar/data/1509991/000150999120000095/ex103portfolioagreemen.htm,,Y,Y,,,,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017026261,0.01681871,0.00944936,0.007313578,0.004482369,0.001354334,0.004173276,0.012597255
1,MARATHON PETROLEUM CORP,1510295,8-K,12/23/2013,https://www.sec.gov/Archives/edgar/data/1510295/000119312513483219/d648645dex102.htm,,Y,Y,Y,2,MPC Trade Receivables Company LLC.,,,9812,-15.76,32.35,1470,3025,2,6,24,28,499,1265,220,257,5,16,7,16,66,170,350,42,0.12,78,0.05,0.43,60,309,0,0,0,0,0,35,29,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
2,GLOBAL EAGLE ENTERTAINMENT,1512077,8-K,2/6/2013,https://www.sec.gov/Archives/edgar/data/1512077/000114420413006534/v333748_ex10-8.htm,,Y,Y,Y,1,"Row 44, Inc.",,,7693,25.97,16.37,1306,2351,1,1,5,10,284,605,359,456,2,11,10,22,62,113,550,58,0.11,53,0.11,0.44,85,216,0,35,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0.003763926,0.002751617,0.003658133,0.000898964,0.002950945,0.000777778,0.002264689,0.003356027
3,GLOBAL EAGLE ENTERTAINMENT,1512077,8-K,2/6/2013,https://www.sec.gov/Archives/edgar/data/1512077/000114420413006534/v333748_ex10-9.htm,,Y,Y,,,,,,2535,25.56,17.48,337,665,0,0,0,0,145,330,46,86,3,10,0,0,17,46,131,35,0.27,29,0.04,0.36,15,85,0,9,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0.014989018,0.039231407,0.031098671,0.0099104,0.008316994,0.020812787,0.001609258,0.023852555
4,GLOBAL EAGLE ENTERTAINMENT,1512077,8-K,2/6/2013,https://www.sec.gov/Archives/edgar/data/1512077/000114420413006534/v333748_ex10-10.htm,,Y,Y,,,,,,8713,19.78,18.78,1303,2801,11,37,17,31,477,1077,179,343,3,10,0,0,130,365,441,83,0.19,66,0.03,0.39,63,288,0,30,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0.011356122,0.043350565,0.034566211,0.007301519,0.005880683,0.013017124,0.001299745,0.023349841
1,COHERUS BIOSCIENCES INC,1512762,8-K,2/29/2016,https://www.sec.gov/Archives/edgar/data/1512762/000119312516485349/d149338dex101.htm,,Y,Y,Y,,,,,17672,-15.22,35.15,2469,5524,5,13,3,6,984,2171,158,259,72,113,28,67,110,314,577,111,0.19,116,0.01,0.43,101,486,0,2,0,0,0,41,38,0,0,1,0,0,0,0,0,0,0,0.005100978,0.000384221,0.00298822,0.001281357,0.002045071,0.002210932,0.001673246,0.00292691
9,ULTRAGENYX PHARMACEUTICAL,1515673,10-K,2/21/2018,https://www.sec.gov/Archives/edgar/data/1515673/000156459018002535/rare-ex1018_869.htm,,Y,Y,,,,,,6539,24.85,17.19,846,1596,5,11,6,20,333,806,171,209,0,0,0,0,44,105,417,62,0.15,64,0.07,0.41,78,243,0,30,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0.003259745,0.012225845,0.011812799,0.002143092,0.0017497,0.004665147,0.00087764,0.007223376
10,ULTRAGENYX PHARMACEUTICAL,1515673,10-K,2/21/2018,https://www.sec.gov/Archives/edgar/data/1515673/000156459018002535/rare-ex1019_867.htm,,Y,Y,,,,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
2,ULTRAGENYX PHARMACEUTICAL,1515673,10-K,2/14/2020,https://www.sec.gov/Archives/edgar/data/1515673/000156459020004667/rare-ex1025_647.htm,,Y,Y,Y,3,RPI Finance Trust,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002539499,0.000700789,0.001001683,0.001241568,0.001420575,0.002697969,0.00106559,0.001689633
1,MARRIOTT VACATIONS WORLDWIDE,1524358,10-K,2/26/2015,https://www.sec.gov/Archives/edgar/data/1524358/000119312515064836/d843780dex1030.htm,,Y,Y,Y,1,"TOWER DEVELOPMENT INC., ",,,2644,11.59,25.15,604,1174,0,0,6,10,157,400,75,132,7,9,0,0,32,102,169,4,0.02,12,0.06,0.39,11,55,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0.007063776,0,0.002200063,0.000187711,0.001865308,0.002886998,0.002260162,0.002706358
2,MARRIOTT VACATIONS WORLDWIDE,1524358,10-K,2/26/2015,https://www.sec.gov/Archives/edgar/data/1524358/000119312515064836/d843780dex1031.htm,,Y,Y,Y,2,"TOWER DEVELOPMENT INC., ",,,538,16.63,21.44,90,216,3,8,0,0,31,77,14,27,0,0,0,0,8,32,23,1,0.04,2,0.07,0.32,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
3,MARRIOTT VACATIONS WORLDWIDE,1524358,10-K,2/26/2015,https://www.sec.gov/Archives/edgar/data/1524358/000119312515064836/d843780dex1032.htm,,Y,Y,Y,3,"TOWER DEVELOPMENT INC., ",,,2528,23.43,17.98,453,1144,5,14,3,6,175,561,63,132,5,8,4,15,22,70,115,17,0.15,29,0.07,0.37,15,74,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0.000788531,0,0.002064027,0.001116507,0.001538644,0,0.00193239,0.001474639
1,VERASTEM INC,1526119,10-Q,8/8/2018,https://www.sec.gov/Archives/edgar/data/1526119/000155837018006754/vstm-20180630ex101492686.htm,,Y,Y,,,"Yakult Honsha Co., Ltd.",,,20989,-31.73,35.2,3124,5498,17,33,17,29,1081,2127,353,423,10,21,14,42,72,156,879,64,0.07,129,0.04,0.41,204,654,0,84,0,1,0,77,56,0,0,0,0,0,0,0,0,0,0,0.002665669,0.00046643,0.00308869,0.000379144,0.002170238,0.002109789,0.002299452,0.002204481
1,VERASTEM INC,1526119,10-Q,11/7/2018,https://www.sec.gov/Archives/edgar/data/1526119/000155837018008809/vstm-20180930ex101157ce4.htm,,Y,Y,,,CSPC PHARMACEUTICAL GROUP LIMITED,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003034662,0.000477259,0.003688274,0.00049754,0.002865784,0.003829029,0.00231865,0.002670148
1,VERASTEM INC,1526119,10-Q,10/30/2019,https://www.sec.gov/Archives/edgar/data/1526119/000155837019009444/vstm-20190930ex1018e984c.htm,,Y,Y,,,SANOFI,,,19027,-72.37,48,3002,5461,20,38,20,30,979,2061,336,428,8,20,10,28,78,180,725,64,0.09,174,0.05,0.39,197,617,0,6,0,1,0,73,48,0,0,0,0,0,0,0,0,0,0,0.003273102,0.000522032,0.004866101,0.000497828,0.00245782,0.002874671,0.00211852,0.002954063
1,SANCHEZ ENERGY CORP,1528837,10-Q,5/10/2017,https://www.sec.gov/Archives/edgar/data/1528837/000155837017004047/sn-20170331ex101030517.htm,,Y,Y,,,"SN EF UnSub, LP",,,9283,-91.07,62.55,789,1560,2,7,14,18,337,723,89,126,5,5,6,12,40,99,393,39,0.1,76,0.02,0.4,48,365,0,0,0,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0.019721272,0.030140053,0.017265543,0.01448555,0.008815955,0.004393126,0.009230849,0.020901004
1,SMART SAND INC,1529628,8-K/A,1/6/2017,https://www.sec.gov/Archives/edgar/data/1529628/000119312517004629/d310239dex101.htm,,Y,Y,,,Rice Drilling B LLC,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006852443,0.004228219,0.00452766,0.009419819,0.016141122,0.011640886,0.016996257,0.010434755
1,SMART SAND INC,1529628,10-Q,5/11/2017,https://www.sec.gov/Archives/edgar/data/1529628/000156459017010415/snd-ex101_121.htm,,Y,Y,,,"Liberty Oilfield Services, LLC",,,4686,-9.02,33.9,601,1237,4,11,0,0,75,173,177,304,5,13,2,4,88,272,176,23,0.13,60,0.04,0.46,26,203,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.006897412,0.003594369,0.003928556,0.007137878,0.01449928,0.009895808,0.014874349,0.009077454
1,SMART SAND INC,1529628,10-Q,8/10/2017,https://www.sec.gov/Archives/edgar/data/1529628/000156459017017106/snd-ex101_176.htm,,Y,Y,Y,1,"Liberty Oilfield Services, LLC",,,1535,-6.83,29.8,220,509,1,1,0,0,35,116,51,86,0,0,1,2,21,59,50,2,0.04,20,0.08,0.42,5,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.005306236,0,0.003064759,0.001600704,0.00204128,0,0.002442488,0.003018477
1,SMART SAND INC,1529628,10-K,3/15/2018,https://www.sec.gov/Archives/edgar/data/1529628/000156459018005710/snd-ex1034_566.htm,,Y,Y,,,WPX Energy Production LLC,,,4324,-4.25,32.13,512,1074,1,3,0,0,73,184,141,243,1,1,3,6,81,214,171,17,0.1,49,0.05,0.46,27,217,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0.007423646,0.00367518,0.003838106,0.007453438,0.015532406,0.011673909,0.015208765,0.009541691
1,SMART SAND INC,1529628,10-Q,5/10/2018,https://www.sec.gov/Archives/edgar/data/1529628/000152962818000023/a2018q110qex101.htm,,Y,Y,,,Hess Corporation,,,6568,-16.64,36.52,847,1883,3,7,0,0,106,258,243,414,6,18,6,13,141,446,228,33,0.14,59,0.03,0.48,41,249,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0.005572018,0.002510386,0.003310591,0.005505587,0.010046997,0.006911447,0.010231116,0.006794876
1,SMART SAND INC,1529628,10-Q,11/8/2018,https://www.sec.gov/Archives/edgar/data/1529628/000152962818000122/snd-2018q310qex101.htm,,Y,Y,Y,3,Schlumberger Technology Corporation,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001801759,0,0.000205417,0,0,0,0,0.000453363
1,SMART SAND INC,1529628,10-K,3/14/2019,https://www.sec.gov/Archives/edgar/data/1529628/000152962819000019/a2018q410kex1039.htm,,Y,Y,Y,1,Hess Corporation,,,438,20.99,20.37,61,109,0,0,0,0,8,19,8,16,0,0,0,0,3,10,29,2,0.07,3,0.15,0.45,8,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.001464008,0,0.003030507,0.000379967,0.000850939,0,0.001682872,0.001500902
2,SMART SAND INC,1529628,10-K,3/14/2019,https://www.sec.gov/Archives/edgar/data/1529628/000152962819000019/a2018q410kex1040.htm,,Y,Y,Y,,"Liberty Oilfield Services, LLC",,,463,32.5,18.48,78,202,0,0,0,0,15,29,7,14,0,0,0,0,20,77,20,0,0,3,0.12,0.46,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001043426,0,0.003510594,0.000788817,0.001766564,0,0.003493672,0.001899306
3,SMART SAND INC,1529628,10-K,3/14/2019,https://www.sec.gov/Archives/edgar/data/1529628/000152962819000019/a2018q410kex1041.htm,,Y,Y,Y,,"Liberty Oilfield Services, LLC",,,296,31.72,13.81,23,47,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000515969,0,0.001851181,0.000390066,0.000873557,0,0.001727604,0.000971432
1,SMART SAND INC,1529628,10-Q,8/7/2019,https://www.sec.gov/Archives/edgar/data/1529628/000152962819000079/a2019q210qexhibit101.htm,,Y,Y,Y,1,Rice Drilling B LLC,,,296,31.72,13.81,23,47,1,2,0,0,11,24,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000639696,0,0.000149346,0.000779833,0,0,0,0.000408996
1,SMART SAND INC,1529628,8-K,9/13/2019,https://www.sec.gov/Archives/edgar/data/1529628/000152962819000084/smartsand-stcxppafinalupda.htm,,Y,Y,Y,2,Rice Drilling B LLC,,,5068,-12.27,35.06,671,1261,4,9,0,0,65,142,214,376,2,5,4,8,75,166,214,25,0.12,56,0.05,0.47,31,227,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0.007161714,0.002985115,0.004556928,0.007227255,0.014109416,0.012722258,0.014548434,0.009130233
1,SMART SAND INC,1529628,10-K,2/26/2020,https://www.sec.gov/Archives/edgar/data/1529628/000152962820000020/smartsandlibertysidele.htm,,Y,Y,Y,,"Liberty Oilfield Services, LLC",,,718,25.39,20.84,124,280,0,0,1,1,37,69,18,38,0,0,0,0,25,73,36,0,0,4,0.09,0.52,2,16,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.001551304,0.00294168,0.000217139,0.007622985,0.003283029,0.002623825,0.002597093,0.003980614
1,SMART SAND INC,1529628,10-Q,5/6/2020,https://www.sec.gov/Archives/edgar/data/1529628/000152962820000082/a2020q110qex101.htm,,Y,Y,Y,,"Liberty Oilfield Services, LLC",,,609,4.38,28.9,89,207,0,0,1,3,25,49,14,26,0,0,0,0,14,48,17,0,0,5,0.08,0.46,2,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,SMART SAND INC,1529628,10-Q,8/5/2020,https://www.sec.gov/Archives/edgar/data/1529628/000152962820000113/a2020q210qex101.htm,,Y,Y,Y,,Rice Drilling B LLC,,,406,36.49,20.73,71,139,0,0,0,0,12,16,17,33,0,0,0,0,10,31,20,0,0,6,0.15,0.53,3,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.002894543,0.003241039,0.000239236,0.008398736,0.003617126,0.002890838,0.002861385,0.004646153
1,SMART SAND INC,1529628,10-Q,11/9/2020,https://www.sec.gov/Archives/edgar/data/1529628/000152962820000133/a2020q310qex102.htm,,Y,Y,Y,2,Rice Drilling B LLC,,,1117,22.55,21.91,189,405,3,9,1,2,32,54,30,67,0,0,1,3,13,44,43,6,0.14,12,0.08,0.45,4,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.000507844,0.000783168,0.000118564,0.001820402,0,0,0,0.000809968
1,DARIOHEALTH CORP,1533998,8-K,4/30/2013,https://www.sec.gov/Archives/edgar/data/1533998/000114420413024892/v343113_ex10-1.htm,,Y,Y,,,Farla Medical Limited,,,2861,18.62,17.03,340,606,0,0,1,2,170,344,12,20,0,0,0,0,6,18,201,19,0.09,24,0.02,0.38,44,120,0,32,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
1,PBF ENERGY INC,1534504,10-Q,8/6/2015,https://www.sec.gov/Archives/edgar/data/1534504/000153450415000064/exhibit109redacted-prc.htm,,Y,Y,Y,,J. Aron & Company,,,24358,-140.4,81.26,3632,6650,38,90,18,51,1140,2343,491,624,22,34,12,31,250,646,859,107,0.12,171,0.04,0.41,150,721,0,1,0,0,0,54,82,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
2,PBF ENERGY INC,1534504,10-Q,8/6/2015,https://www.sec.gov/Archives/edgar/data/1534504/000153450415000064/exhibit1010redacted-drc.htm,,Y,Y,Y,,J. Aron & Company,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009603944,0.006295221,0.006917708,0.008010599,0.011653835,0.005760903,0.009046172,0.010493006
1,PBF ENERGY INC,1534504,10-Q,8/3/2017,https://www.sec.gov/Archives/edgar/data/1534504/000153450417000053/ex101-pbrjaronrenewal.htm,,Y,Y,Y,,J. Aron & Company,,,2937,-127.17,80.62,485,931,3,5,9,26,90,204,58,122,6,9,0,0,44,100,64,4,0.06,15,-0.04,0.49,20,64,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0.004528971,0,0.001241657,0.000248322,0.00113484,0,0.002244334,0.001709262
2,PBF ENERGY INC,1534504,10-Q,8/3/2017,https://www.sec.gov/Archives/edgar/data/1534504/000153450417000053/ex102-dcrjaronrenewal.htm,,Y,Y,Y,,J. Aron & Company,,,3052,-86.37,64.35,505,971,11,26,7,14,93,208,58,106,10,14,0,0,64,171,65,6,0.09,17,0.02,0.44,26,97,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0.004321707,0,0.001279719,0.000211983,0.00096877,0,0.001915902,0.001620704
1,PBF ENERGY INC,1534504,8-K/A,9/18/2017,https://www.sec.gov/Archives/edgar/data/1534504/000119312517287405/d240163dex101.htm,,Y,Y,Y,,J. Aron & Company,,,1692,10.78,26.18,266,549,9,17,1,2,54,119,34,53,3,6,0,0,23,82,48,3,0.06,7,0.06,0.38,15,63,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
2,PBF ENERGY INC,1534504,8-K/A,9/18/2017,https://www.sec.gov/Archives/edgar/data/1534504/000119312517287405/d240163dex102.htm,,Y,Y,Y,,J. Aron & Company,,,611,24.85,18.44,98,201,2,4,1,2,22,43,16,22,0,0,0,0,6,21,31,1,0.03,3,0.08,0.39,3,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001668611,0,0.002453959,0.000551395,0.001234856,0,0.002442131,0.001534017
1,PBF ENERGY INC,1534504,10-Q,5/1/2019,https://www.sec.gov/Archives/edgar/data/1534504/000153450419000020/ex101-amendmenttotheinvent.htm,,Y,Y,Y,,J. Aron & Company,,,1033,12.57,23.24,149,301,2,4,1,2,28,62,17,30,1,1,2,4,13,40,39,3,0.08,7,0.07,0.4,8,25,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0.000948079,0,0.003135465,0.000485749,0.001375692,0,0.002720658,0.001583857
2,PBF ENERGY INC,1534504,10-Q,5/1/2019,https://www.sec.gov/Archives/edgar/data/1534504/000153450419000020/ex102-amendmenttotheinvent.htm,,Y,Y,Y,,J. Aron & Company,,,6004,-51.08,46.73,848,1783,7,21,7,13,234,562,118,181,15,20,2,4,79,220,133,14,0.11,30,0.04,0.46,52,124,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0.002785787,0.001076255,0.002885319,0.000643442,0.001230899,0,0.001859947,0.002112966
1,PBF ENERGY INC,1534504,8-K,9/4/2019,https://www.sec.gov/Archives/edgar/data/1534504/000153450419000043/a101prcsecondaaiia-aug.htm,,Y,Y,Y,2,J. Aron & Company,,,296,31.72,13.81,23,47,1,2,0,0,11,24,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009888077,0.005420627,0.007091478,0.00733592,0.011167762,0.00551093,0.008635823,0.01012979
2,PBF ENERGY INC,1534504,8-K,9/4/2019,https://www.sec.gov/Archives/edgar/data/1534504/000153450419000043/a102drcsecondariia-aug.htm,,Y,Y,Y,2,J. Aron & Company,,,24794,-247.48,123.4,3376,6769,37,82,22,58,1121,2488,475,600,26,42,14,40,294,800,789,65,0.08,182,0.04,0.41,185,793,0,0,0,0,0,70,91,0,0,0,0,0,0,0,0,0,0,0.0095785,0.005647961,0.006978599,0.007068561,0.010731284,0.005267801,0.008132881,0.009878699
1,XENETIC BIOSCIENCES PLC,1534525,10-K,4/15/2014,https://www.sec.gov/Archives/edgar/data/1534525/000119312514144354/d708796dex1010.htm,,Y,Y,,,Baxter Healthcare SA,,,4827,12.06,22.35,756,1139,1,2,7,7,316,503,33,64,2,8,3,6,12,28,225,15,0.07,46,0,0.42,47,125,0,1,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0.008182244,0.002836669,0.013824892,0.005283465,0.004783519,0.002240215,0.005459533,0.008936215
3,XENETIC BIOSCIENCES PLC,1534525,10-K,4/15/2014,https://www.sec.gov/Archives/edgar/data/1534525/000119312514144354/d708796dex1012.htm,,Y,Y,Y,,Baxter Healthcare SA,,,356,24.75,18.67,62,125,1,4,1,2,20,41,7,16,0,0,0,0,6,15,14,0,0,3,0.08,0.31,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001390623,0.001685204,0,0,0,0,0.000713212
4,XENETIC BIOSCIENCES PLC,1534525,10-K,4/15/2014,https://www.sec.gov/Archives/edgar/data/1534525/000119312514144354/d708796dex1013.htm,,Y,Y,Y,2,Baxter Healthcare SA,,,564,25.66,17.84,107,219,0,0,1,1,44,95,10,18,0,0,0,0,5,20,20,0,0,5,0.08,0.39,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000949744,0,0,0,0,0.000265734
5,XENETIC BIOSCIENCES PLC,1534525,10-K,4/15/2014,https://www.sec.gov/Archives/edgar/data/1534525/000119312514144354/d708796dex1014.htm,,Y,Y,Y,4,Baxter Healthcare SA,,,1201,24.04,17.74,262,475,1,2,0,0,115,219,18,37,0,0,0,0,11,29,70,0,0,6,0.06,0.47,39,19,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.00052587,0,0.000515528,0,0,0,0,0.000259788
6,XENETIC BIOSCIENCES PLC,1534525,10-K,4/15/2014,https://www.sec.gov/Archives/edgar/data/1534525/000119312514144354/d708796dex1015.htm,,Y,Y,Y,5,Baxter Healthcare SA,,,1609,-6.08,32.94,246,441,1,2,1,1,102,202,18,34,0,0,0,0,11,32,65,2,0.03,16,0.03,0.43,23,20,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0.000781572,0.000322186,0.001347778,0.000302841,0.001430787,0,0.002829618,0.001064223
7,XENETIC BIOSCIENCES PLC,1534525,10-K,4/15/2014,https://www.sec.gov/Archives/edgar/data/1534525/000119312514144354/d708796dex1016.htm,,Y,Y,Y,6,Baxter Healthcare SA,,,296,31.72,13.81,22,46,1,2,0,0,12,30,0,0,0,0,0,0,4,4,20,2,0.1,4,0.14,0.43,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152653,0.002972407,0.005534468,0.001338241,0.004043365,0.003659734,0.005256338,0.003839004
9,XENETIC BIOSCIENCES PLC,1534525,10-K,4/15/2014,https://www.sec.gov/Archives/edgar/data/1534525/000119312514144354/d708796dex1018.htm,,Y,Y,,,"	SynBio LLC",,,9051,11.79,24.83,1649,2742,7,14,11,27,584,1198,48,91,1,1,2,4,100,182,412,38,0.09,43,0.08,0.42,94,195,0,0,0,0,0,60,24,0,0,0,0,0,0,0,0,0,0,0.011850268,0.002832184,0.016797854,0.004844627,0.008514829,0.006054344,0.009090975,0.011414159
1,XENETIC BIOSCIENCES PLC,1534525,10-K/A,2/18/2015,https://www.sec.gov/Archives/edgar/data/1534525/000101968715000656/xenetic_10ka-ex1010.htm,,Y,Y,,,Baxter Healthcare SA,,,4178,13.28,22.16,669,1087,4,8,8,8,224,404,30,58,3,10,5,12,16,51,191,14,0.07,41,0.01,0.39,37,120,0,1,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
3,XENETIC BIOSCIENCES PLC,1534525,10-K/A,2/18/2015,https://www.sec.gov/Archives/edgar/data/1534525/000101968715000656/xenetic_10ka-ex1012.htm,,Y,Y,Y,,Baxter Healthcare SA,,,289,13.72,26.58,60,115,0,0,1,2,22,49,8,18,0,0,0,0,3,10,4,0,0,2,0.17,0.34,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001290104,0.001563393,0.001668785,0,0,0,0.001146681
4,XENETIC BIOSCIENCES PLC,1534525,10-K/A,2/18/2015,https://www.sec.gov/Archives/edgar/data/1534525/000101968715000656/xenetic_10ka-ex1013.htm,,Y,Y,Y,2,Baxter Healthcare SA,,,566,27.9,17.12,110,234,0,0,1,1,45,100,10,19,2,4,0,0,5,20,21,0,0,5,0.07,0.41,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000879803,0,0,0,0,0.000246165
5,XENETIC BIOSCIENCES PLC,1534525,10-K/A,2/18/2015,https://www.sec.gov/Archives/edgar/data/1534525/000101968715000656/xenetic_10ka-ex1014.htm,,Y,Y,Y,4,Baxter Healthcare SA,,,1099,28.64,19.49,207,405,0,0,0,0,72,147,15,33,0,0,0,0,13,44,50,0,0,7,0.04,0.49,29,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000878363,0,0,0,0,0,0.000152666
